OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
293,E,U,4491,0,0,EU0_4491_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4491_0000,4056.585962,CPL,69986.17451,27166195.61
294,E,U,4610,0,0,EU0_4610_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,EASMH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4610_0000,7001.167318,CPL,134971.1121,46922973.76
295,E,U,4700,0,0,EU0_4700_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,EASMH,24041,MD,TALBOT,Y,N24041,N,1119,N24041EU0_4700_0000,16027.21823,CPL,103139.8342,107090076.9
296,E,U,4873,0,0,EU0_4873_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,EASMH,24041,MD,TALBOT,Y,N24041,N,1119,N24041EU0_4873_0000,11435.33134,CPL,173463.6539,76338592.76
297,J,A,7280,7340,4,JA4_7280_7340,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA4_7280_7340,50829.68966,PCR,147960.8957,326265838.9
298,J,A,7280,7340,4,JA4_7280_7340,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51049,VA,CUMBERLAND,Y,N51049,N,1124,N51049JA4_7280_7340,56101.09857,PCR,102749.4545,360076404.7
299,J,A,7280,7340,4,JA4_7280_7340,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51135,VA,NOTTOWAY,Y,N51135,N,1146,N51135JA4_7280_7340,2104.898447,PCR,21027.48322,13460073.43
300,J,A,7280,7340,4,JA4_7280_7340,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51145,VA,POWHATAN,Y,N51145,N,1101,N51145JA4_7280_7340,40098.44151,PCR,123967.9748,257982251.2
301,J,A,7280,7340,4,JA4_7280_7340,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51147,VA,PRINCE EDWARD,Y,N51147,N,1114,N51147JA4_7280_7340,15977.05062,PCR,53662.72889,102237972.5
302,J,A,7290,1,2,JA2_7290_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Swift Creek,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA2_7290_0001,73583.30152,CPU,154824.0168,471711836.4
303,J,A,7290,1,2,JA2_7290_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Swift Creek,APPTF,51570,VA,COLONIAL HEIGHTS,Y,N51570,N,1175,N51570JA2_7290_0001,2096.469224,CPL,26871.00445,13419972.99
304,J,A,7291,7290,0,JA0_7291_7290,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Swift Creek,APPTF,51145,VA,POWHATAN,Y,N51145,N,1101,N51145JA0_7291_7290,6306.288815,ML,32147.73125,40590554.33
305,J,A,7291,7290,0,JA0_7291_7290,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Swift Creek,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA0_7291_7290,34882.16272,ML,72436.17754,224182989.8
306,J,A,7340,7470,4,JA4_7340_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA4_7340_7470,1013.054835,PCR,17323.41469,6504919.991
307,J,A,7340,7470,4,JA4_7340_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51145,VA,POWHATAN,Y,N51145,N,1101,N51145JA4_7340_7470,3841.499674,ML,30503.47695,24688150.58
308,J,A,7340,7470,4,JA4_7340_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA4_7340_7470,8107.021794,ML,45724.82108,52065865.94
309,J,A,7410,7470,2,JA2_7410_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Flat Creek,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA2_7410_7470,72072.70144,PCR,111499.7742,462142175.5
310,J,A,7410,7470,2,JA2_7410_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Flat Creek,APPTF,51135,VA,NOTTOWAY,Y,N51135,N,1146,N51135JA2_7410_7470,17895.98362,PCR,46013.59891,114334794.5
311,J,A,7410,7470,2,JA2_7410_7470,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Flat Creek,APPTF,51147,VA,PRINCE EDWARD,Y,N51147,N,1114,N51147JA2_7410_7470,466.8615009,PCR,13572.99103,2981043.398
312,J,A,7460,0,5,JA5_7460_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51670,VA,HOPEWELL,Y,N51670,N,1174,N51670JA5_7460_0000,2225.581923,CPL,27805.66925,14252798.34
313,J,A,7460,0,5,JA5_7460_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51149,VA,PRINCE GEORGE,Y,N51149,N,1175,N51149JA5_7460_0000,3038.42648,CPU,33568.35381,19451301.58
314,J,A,7460,0,5,JA5_7460_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA5_7460_0000,9349.889983,CPL,77642.93325,59931935.09
315,J,A,7470,7480,4,JA4_7470_7480,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA4_7470_7480,17966.52448,PCR,65879.14551,115142677.2
316,J,A,7470,7480,4,JA4_7470_7480,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA4_7470_7480,18080.91105,ML,56651.27579,115952341.6
317,J,A,7480,1,5,JA5_7480_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,George F. Brasfield Dam,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA5_7480_0001,34047.41301,PCR,83539.62228,217677789.5
318,J,A,7480,1,5,JA5_7480_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,George F. Brasfield Dam,APPTF,51053,VA,DINWIDDIE,Y,N51053,N,1158,N51053JA5_7480_0001,43771.53867,PCR,144636.7712,279511651.9
319,J,A,7480,1,5,JA5_7480_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,George F. Brasfield Dam,APPTF,51135,VA,NOTTOWAY,Y,N51135,N,1146,N51135JA5_7480_0001,8654.131356,PCR,41923.36586,55222261.77
320,J,A,7480,1,5,JA5_7480_0001,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,George F. Brasfield Dam,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA5_7480_0001,36922.2725,PCR,122861.7716,236454525.1
321,J,A,7520,0,5,JA5_7520_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51053,VA,DINWIDDIE,Y,N51053,N,1158,N51053JA5_7520_0000,6977.473765,CPU,41684.35365,44565974.02
322,J,A,7520,0,5,JA5_7520_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51730,VA,PETERSBURG,Y,N51730,N,1177,N51730JA5_7520_0000,9787.341907,CPL,39984.23773,62541365.62
323,J,A,7520,0,5,JA5_7520_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51149,VA,PRINCE GEORGE,Y,N51149,N,1175,N51149JA5_7520_0000,3199.874272,CPL,33015.3263,20472773.53
324,J,A,7520,0,5,JA5_7520_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JA5_7520_0000,9518.52649,CPU,77134.98799,60878090.73
325,J,A,7520,0,5,JA5_7520_0000,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,"Direct Drainage, CB",Appomatox River,APPTF,51570,VA,COLONIAL HEIGHTS,Y,N51570,N,1175,N51570JA5_7520_0000,2904.758281,CPL,27796.02924,18582700.69
326,J,A,7550,7280,2,JA2_7550_7280,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51011,VA,APPOMATTOX,Y,N51011,N,1118,N51011JA2_7550_7280,63835.29154,PCR,109018.8028,408873978.9
327,J,A,7550,7280,2,JA2_7550_7280,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51029,VA,BUCKINGHAM,Y,N51029,N,1111,N51029JA2_7550_7280,22798.6736,PCR,100671.6971,146162730.6
328,J,A,7550,7280,2,JA2_7550_7280,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51049,VA,CUMBERLAND,Y,N51049,N,1124,N51049JA2_7550_7280,12413.14785,ML,52217.04775,79497470.36
329,J,A,7550,7280,2,JA2_7550_7280,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Appomatox River,APPTF,51147,VA,PRINCE EDWARD,Y,N51147,N,1114,N51147JA2_7550_7280,100930.5862,PCR,161150.4236,644881337.8
330,J,A,7570,7480,2,JA2_7570_7480,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,West Creek,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA2_7570_7480,24663.16811,PCR,86467.49036,157817385.1
331,J,A,7570,7480,2,JA2_7570_7480,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,West Creek,APPTF,51135,VA,NOTTOWAY,Y,N51135,N,1146,N51135JA2_7570_7480,5979.104462,PCR,29657.1874,38164331.56
332,J,A,7600,7570,1,JA1_7600_7570,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,West Creek,APPTF,51007,VA,AMELIA,Y,N51007,N,1127,N51007JA1_7600_7570,29071.76075,PCR,82956.12881,185932765.4
333,J,A,7600,7570,1,JA1_7600_7570,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,West Creek,APPTF,51135,VA,NOTTOWAY,Y,N51135,N,1146,N51135JA1_7600_7570,71849.50856,PCR,103016.4398,458474414
334,J,A,7640,7280,1,JA1_7640_7280,N,JA,Chesapeake Bay Watershed,James River Basin,James River Basin,Appomattox River,Simulated River,Bushy River,APPTF,51147,VA,PRINCE EDWARD,Y,N51147,N,1114,N51147JA1_7640_7280,99226.01702,PCR,119308.3178,632941646.3
335,J,B,6820,7053,3,JB3_6820_7053,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB3_6820_7053,11679.13283,CPU,53695.97602,75111504.86
336,J,B,6820,7053,3,JB3_6820_7053,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51085,VA,HANOVER,Y,N51085,N,1111,N51085JB3_6820_7053,46550.60586,CPU,163431.4001,300987876
337,J,B,6820,7053,3,JB3_6820_7053,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51127,VA,NEW KENT,Y,N51127,N,1146,N51127JB3_6820_7053,24442.53203,CPU,78265.42314,157422587.7
338,J,B,6820,7053,3,JB3_6820_7053,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51760,VA,RICHMOND,Y,N51760,N,1125,N51760JB3_6820_7053,4066.812959,CPU,39288.4265,26239706.2
339,J,B,6820,7053,3,JB3_6820_7053,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51087,VA,HENRICO,Y,N51087,N,1124,N51087JB3_6820_7053,74054.66653,CPU,186509.477,477876579.1
340,J,B,7050,0,0,JB0_7050_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Chicahominy River,CHKOH,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB0_7050_0000,32786.43664,CPL,176054.3602,210215287.9
341,J,B,7050,0,0,JB0_7050_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Chicahominy River,CHKOH,51095,VA,JAMES CITY,Y,N51095,N,1190,N51095JB0_7050_0000,32574.49739,CPL,262218.8985,208983550.3
342,J,B,7050,0,0,JB0_7050_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Chicahominy River,CHKOH,51127,VA,NEW KENT,Y,N51127,N,1146,N51127JB0_7050_0000,3071.495958,CPL,36923.72738,19735589.03
343,J,B,7051,1,0,JB0_7051_0001,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Yarmouth Creek,CHKOH,51095,VA,JAMES CITY,Y,N51095,N,1190,N51095JB0_7051_0001,2864.233491,CPD,20345.9418,18385974.46
344,J,B,7052,1,0,JB0_7052_0001,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Diascund Creek,CHKOH,51095,VA,JAMES CITY,Y,N51095,N,1190,N51095JB0_7052_0001,1747.196369,CPD,18087.11411,11236107.01
345,J,B,7052,1,0,JB0_7052_0001,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Diascund Creek,CHKOH,51127,VA,NEW KENT,Y,N51127,N,1146,N51127JB0_7052_0001,26243.69887,CPD,68268.50505,168926164
346,J,B,7053,1,3,JB3_7053_0001,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB3_7053_0001,11592.63213,CPU,71316.71706,74478279.92
347,J,B,7053,1,3,JB3_7053_0001,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River",Simulated River,Chicahominy River,CHKOH,51127,VA,NEW KENT,Y,N51127,N,1146,N51127JB3_7053_0001,20823.1641,CPL,88097.01461,134000543.4
348,J,B,7071,0,0,JB0_7071_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF2,51760,VA,RICHMOND,Y,N51760,N,1125,N51760JB0_7071_0000,19625.14762,CPU,93752.18487,126404743.4
349,J,B,7071,0,0,JB0_7071_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF2,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JB0_7071_0000,57726.74933,CPD,110302.7987,371036636.1
350,J,B,7071,0,0,JB0_7071_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF2,51087,VA,HENRICO,Y,N51087,N,1124,N51087JB0_7071_0000,24146.01854,CPU,93673.7822,155466514.5
351,W,U,3162,0,0,WU0_3162_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB1TF,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3162_0000,6754.571102,CPL,136737.3533,45931348.83
352,W,U,3240,3331,1,WU1_3240_3331,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,Simulated River,Winters Run,BSHOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU1_3240_3331,22386.34455,PCR,62454.95797,152706046
353,W,U,3250,1,0,WU0_3250_0001,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,Simulated River,Bynum Run,BSHOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3250_0001,14575.53183,PCR,58566.8425,99315133.62
354,W,U,3251,0,0,WU0_3251_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,BSHOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3251_0000,5520.228082,CPL,76024.92497,37480351.72
355,J,B,7072,0,0,JB0_7072_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSOH,51095,VA,JAMES CITY,Y,N51095,N,1190,N51095JB0_7072_0000,28522.89099,CPL,208447.324,182592029.5
356,J,B,7072,0,0,JB0_7072_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSOH,51181,VA,SURRY,Y,N51181,N,1193,N51181JB0_7072_0000,35406.98539,CPL,172139.495,226007997.6
357,J,B,7072,0,0,JB0_7072_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSOH,51199,VA,YORK,Y,N51199,N,1197,N51199JB0_7072_0000,119.5262436,CPD,17921.45255,764985.9706
358,J,B,7072,0,0,JB0_7072_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSOH,51830,VA,WILLIAMSBURG,Y,N51830,N,1208,N51830JB0_7072_0000,4470.455937,CPD,36363.8514,28622503.49
359,J,B,7073,0,0,JB0_7073_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF2,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB0_7073_0000,5022.927891,CPU,63136.21508,32255233.48
360,J,B,7073,0,0,JB0_7073_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF2,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JB0_7073_0000,7846.314107,CPL,149729.3356,50344763.48
361,J,B,7073,0,0,JB0_7073_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF2,51087,VA,HENRICO,Y,N51087,N,1124,N51087JB0_7073_0000,31497.82865,CPU,163037.117,202417116.9
362,J,B,7074,0,0,JB0_7074_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF1,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB0_7074_0000,44352.50664,CPL,154551.9003,284617980.4
363,J,B,7074,0,0,JB0_7074_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF1,51670,VA,HOPEWELL,Y,N51670,N,1174,N51670JB0_7074_0000,4188.923123,CPL,28889.33717,26824046.04
364,J,B,7074,0,0,JB0_7074_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF1,51149,VA,PRINCE GEORGE,Y,N51149,N,1175,N51149JB0_7074_0000,35815.55347,CPD,151575.735,229120287.4
365,J,B,7074,0,0,JB0_7074_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,JMSTF1,51041,VA,CHESTERFIELD,Y,N51041,N,1137,N51041JB0_7074_0000,469.117658,CPL,6922.11269,3007989.983
366,J,B,7270,0,0,JB0_7270_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF1,51036,VA,CHARLES CITY,Y,N51036,N,1162,N51036JB0_7270_0000,11725.62868,CPL,107526.9136,75141327.31
367,J,B,7270,0,0,JB0_7270_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF1,51181,VA,SURRY,Y,N51181,N,1193,N51181JB0_7270_0000,18422.1892,CPU,70555.49517,117650423.7
368,J,B,7270,0,0,JB0_7270_0000,N,JB,Chesapeake Bay Watershed,James River Basin,James River Basin,"James River below Richmond, Virginia, not including Appomattox River","Direct Drainage, CB",James River,JMSTF1,51149,VA,PRINCE GEORGE,Y,N51149,N,1175,N51149JB0_7270_0000,35812.45225,CPL,141435.9822,229005895.9
369,J,U,7560,7500,1,JU1_7560_7500,N,JU,Chesapeake Bay Watershed,James River Basin,James River Basin,"Upper James River, above Maury River confluence",Simulated River,Catawba Creek,JMSTF2,51023,VA,BOTETOURT,Y,N51023,N,1086,N51023JU1_7560_7500,51986.17403,VRC,103907.8729,333738009.2
370,J,U,7560,7500,1,JU1_7560_7500,N,JU,Chesapeake Bay Watershed,James River Basin,James River Basin,"Upper James River, above Maury River confluence",Simulated River,Catawba Creek,JMSTF2,51045,VA,CRAIG,Y,N51045,N,1097,N51045JU1_7560_7500,222.6447023,VRS,17546.75105,1428556.159
