OBJECTID_12,Spring w Flow,OID_,DEQ_NUMBER,SINGLE_MULTIPLE_TREND,LATNAD83DD,LONGNAD83D,DATE_MEASURED,TIME_MEASURED,DISCHARGE_METHOD,METER_TYPE,DATA_SOURCE,DISCHARGE_GPM,DISCHARGE_CFS,MGD,Temp_Water_C,Temp_Air_C,SPECIFIC_CONDUCTIVITY_uS_cm_C,CONDUCTIVITY_uS_cm,TDS_g_L,Salinity_ppt,DO_Conc_mg_L,pH,Acid_Neutralizing_Capacity_mg_L_Field_Titration,Bicarbonate_mg_L_Field_Titration,Carbonate_mg_L_Field_Titration,Chloride_Filtered_mg_L,FIELD_COMMENTS,OBJECTID_1,OBJECTID,DEQ_NUMBER_sites,SPRING_NAME,USGS_SITE_ID,VWUDS_MPID,OTHER_ID,SITE_COMMENTS,DATE_INVENTORIED_INITIAL,NUMBER_OF_OPENINGS,ALTITUDE_FT_AMSL,NED_10M_PROJECTED_ELEVATION_FT_AMSL,LATITUDE_NAD83_DMS,LONGITUDE_NAD83_DMS,LATNAD83DD_sites,LONGNAD83DD_sites,Site_Photo_Field_Notes,COUNTY,TOPO_SETTING,NATIONAL_WATER_USE,IMPROVEMENTS,SPHERE_OF_DISCHARGE,OWNER,DATA_COLLECTOR,HDATUM,LATLONGSOURCE,QUAD_NAME,GENERAL_LITHOLOGY,USGS_500K_GEOL_LABEL,USGS_500K_GEOLOGY,USGS_500K_GEOL_UNIT_LINK,USGS_500K_GEOL_AGE,USGS_500K_GEOL_ROCKTYPE1,USGS_500K_GEOL_ROCKTYPE2,USGS_500K_GEOL_FORMATION_NAME,USGS_500K_GEOL_FORMATION_PERIOD,MAJOR_BASIN_NAME,BASIN_NAME,BASIN_CODE,USGS_HUC_CODE,HUC_NAME,HUC_DRAIN,VDOF_LAND_USE,PROVINCE,PROVINCE_SECTION
5,1,1136,101-00852,SINGLE,38.21457579,-78.7430783,8/7/1985,,ESTIMATED,,SWCB,4,0.01,0.01,10,-9999,13,-9999,-9999,-9999,-9999,5.75,-9999,-9999,-9999,-9999,,1193,8,101-00852,BLACKROCK SPRING,,,DGIF: 4,USED BY HIKERS ALONG APPALACHIAN TRAIL.  LOCATION COULD NOT BE VERIFIED USING VGIN IMAGERY.,0,0,0,2642,381252.4728,784435.0819,38.21457579,-78.7430783,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,BROWNS COVE,SILICICLASTIC,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,MOORMANS RIVER,H,Hardwood Forest,BLUE RIDGE,NORTHERN
765,107,2358,121-00150,TREND,39.08865,-78.04298056,1/24/2005,1348,MEASURED,,USGS,863.49,1.92,1.24,12.5,-9999,553,-9999,-9999,-9999,5.8,6.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
766,107,2373,121-00150,TREND,39.08865,-78.04298056,7/23/2008,1105,MEASURED,,USGS,839.26,1.87,1.21,12.4,-9999,623,-9999,-9999,-9999,5.8,6.8,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
767,107,2363,121-00150,TREND,39.08865,-78.04298056,1/31/2006,1433,MEASURED,,USGS,786.75,1.75,1.13,12.6,-9999,591,-9999,-9999,-9999,6.5,6.8,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
768,107,2367,121-00150,TREND,39.08865,-78.04298056,2/1/2007,1219,MEASURED,,USGS,780.91,1.74,1.12,12.7,-9999,632,-9999,-9999,-9999,5.4,6.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
769,107,2368,121-00150,TREND,39.08865,-78.04298056,4/25/2007,1200,MEASURED,,USGS,749.5,1.67,1.08,12.4,-9999,601,-9999,-9999,-9999,6.5,6.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
770,107,2371,121-00150,TREND,39.08865,-78.04298056,2/28/2008,1540,MEASURED,,USGS,718.08,1.6,1.03,12.6,-9999,651,-9999,-9999,-9999,6.9,7,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
771,107,393,121-00150,TREND,39.08865,-78.04298056,5/1/1983,,MEASURED,FLOW METER,SWCB,710,1.58,1.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
772,107,2366,121-00150,TREND,39.08865,-78.04298056,10/25/2006,1351,MEASURED,,USGS,704.62,1.57,1.01,12.6,-9999,615,-9999,-9999,-9999,5.6,6.8,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
773,107,392,121-00150,TREND,39.08865,-78.04298056,11/1/1981,,MEASURED,FLOW METER,SWCB,694,1.55,1.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
774,107,390,121-00150,TREND,39.08865,-78.04298056,8/6/1981,,MEASURED,FLOW METER,SWCB,691,1.54,1.00,12.78,-9999,575,-9999,-9999,-9999,-9999,7.2,-9999,-9999,-9999,-9999,,331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
775,107,2370,121-00150,TREND,39.08865,-78.04298056,10/18/2007,1545,MEASURED,,USGS,650.76,1.45,0.94,12.5,-9999,611,-9999,-9999,-9999,7.4,6.8,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
776,107,2362,121-00150,TREND,39.08865,-78.04298056,10/18/2005,1536,MEASURED,,USGS,561,1.25,0.81,12.4,-9999,605,-9999,-9999,-9999,6.8,6.8,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
777,107,2369,121-00150,TREND,39.08865,-78.04298056,7/19/2007,1409,MEASURED,,USGS,538.56,1.2,0.78,12.3,-9999,613,-9999,-9999,-9999,5.1,6.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
778,107,2374,121-00150,TREND,39.08865,-78.04298056,10/23/2008,1408,MEASURED,,USGS,520.61,1.16,0.75,12.5,-9999,603,-9999,-9999,-9999,5.4,6.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",331,428,121-00150,PROSPECT HILL SPRING,390519078023701_46WS  3,_3.9051907802e+012,"PWSID 2043250, DGIF: 402","ALSO KNOWN AS BOYCE-MILLWOOD SPRING, SINCE IT SUPPLIES BOTH COMMUNITIES, ALSO REFERRED TO AS PLEASANT HILL SPRING.  3800' NW OF INTERSECTION OF RTE 255/620, 3600' S INTERSECTION OF RTE 620/617.",0,0,430,529,390519.14,780234.73,39.08865,-78.04298056,YES,CLARKE,HILLSIDE,PUBLIC WATER SUPPLY,,,"CLARKE COUNTY SANITARY AUTHORITY, ,",SWCB,WGS84,PPGPS,BOYCE,CARBONATE,O[co,O[co,VAOCAco;0,Cambrian-Ordovician,limestone,dolostone (dolomite),Conococheague Formation,Ordovician - Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,SHENANDOAH RIVER/SPOUT RUN,B,Crop,VALLEY AND RIDGE,MIDDLE
787,108,2832,121-00162,TREND,39.11667778,-77.85288333,4/6/2004,1200,MEASURED,,USGS,30.07,0.07,0.04,11.4,-9999,94,-9999,-9999,-9999,9.3,5.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
788,108,2835,121-00162,TREND,39.11667778,-77.85288333,1/19/2005,1209,MEASURED,,USGS,30.07,0.07,0.04,12,-9999,104,-9999,-9999,-9999,10.2,5.9,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
789,108,2844,121-00162,TREND,39.11667778,-77.85288333,4/18/2007,1530,MEASURED,,USGS,21.99,0.05,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
790,108,2829,121-00162,TREND,39.11667778,-77.85288333,5/14/2003,1500,MEASURED,,USGS,19.3,0.04,0.03,11.6,-9999,107,-9999,-9999,-9999,9.2,5.3,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
791,108,2847,121-00162,TREND,39.11667778,-77.85288333,3/7/2008,1230,MEASURED,,USGS,13.46,0.03,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
792,108,2830,121-00162,TREND,39.11667778,-77.85288333,10/30/2003,1200,MEASURED,,USGS,12.57,0.03,0.02,12.6,-9999,152,-9999,-9999,-9999,9.2,6.4,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
793,108,2836,121-00162,TREND,39.11667778,-77.85288333,5/4/2005,1330,MEASURED,,USGS,12.12,0.03,0.02,11.6,-9999,120,-9999,-9999,-9999,10.8,6,-9999,-9999,-9999,-9999,"SOURCE: USGS SIR 2010-5112 D.L. NELMS AND MOBERG R.M. - HYDROGEOLOGY AND GROUNDWATER AVAILABILITY IN CLARKE COUNTY, VIRGINIA",1245,429,121-00162,HORSESHOE CURVE REST SPRING,390710077511901_48WS  1,,DGIF:413,,19870706,0,977,966,390700.04,775110.38,39.11667778,-77.85288333,No,CLARKE,HILLSIDE,,,SUBAERIAL,"unknown, ,",USGS,WGS84,PPGPS,BLUEMONT,,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070007,LOWER SHENANDOAH RIVER,B,Hardwood Forest,BLUE RIDGE,NORTHERN
